region,sic_2d,year,count_companies,count_patents,sum_rdex,sum_capex,mean_assets,sum_sales,sum_ebitda
Asia Pacific,15,2005,2,18,275.338127,309.57092,11261.96,22299.3177,1125.79718
Asia Pacific,15,2006,2,17,284.279992,401.24233,12146.23,23708.2392,1190.23614
Asia Pacific,15,2007,2,22,351.674751,416.392238,12660.12,26806.375099999997,1352.75281
Asia Pacific,15,2008,2,17,353.261768,315.277391,12293.19,26079.771399999998,834.3600749999999
Asia Pacific,15,2009,1,13,256.85944,396.47928,8422.13,9184.3994,786.99976
Asia Pacific,15,2010,2,28,402.14249,322.932407,13183.68,25739.17,1585.28714
Asia Pacific,15,2011,1,16,311.23904,315.51672,10051.41,11728.308,1131.8281
Asia Pacific,15,2012,2,23,370.10223199999996,376.908977,12979.85,26005.021,1488.98908
Asia Pacific,15,2013,1,33,269.15128,277.50159,9331.05,10785.966,1163.9531
Asia Pacific,15,2014,2,37,334.569367,347.212577,11272.37,22400.959600000002,1651.46337
Asia Pacific,15,2015,3,31,419.34942600000005,1084.664201,13291.56,38866.6851,3664.1738
Asia Pacific,15,2016,1,34,306.55154,316.16913,8465.99,9561.7451,1197.165
Asia Pacific,20,1987,2,31,0,0,3202.77,6198.3413,241.351732
Asia Pacific,20,1988,2,31,0,0,3409.12,6075.8791,211.292469
Asia Pacific,20,1989,3,36,0,645.58704,4771.6,9832.930400000001,798.261624
Asia Pacific,20,1990,3,28,110.245,555.94403,5476.78,12160.6677,1071.9184579999999
Asia Pacific,20,1991,3,41,0,0,2919.4,9199.3299,266.064928
Asia Pacific,20,1992,2,24,0,0,4459.29,8950.711,242.115742
Asia Pacific,20,1993,2,33,0,0,4870.68,9752.5439,252.61193300000002
Asia Pacific,20,1994,3,68,0,0,8304.26,22803.4674,1190.034672
Asia Pacific,20,1995,3,60,0,0,7420.57,20609.3486,1595.6459300000001
Asia Pacific,20,1996,5,56,162.825,575.53003,7056.54,29045.305800000002,2856.7902900000004
Asia Pacific,20,1997,4,62,154.657,539.95404,7516.68,25051.1682,2497.3666
Asia Pacific,20,1998,4,79,7.3798847,0,5866.57,23579.2598,1743.92763
Asia Pacific,20,1999,3,82,389.42121,595.87558,8396.87,24255.4731,1994.61996
Asia Pacific,20,2000,3,77,500.29372,1191.02857,7618.02,22377.108799999998,2251.99104
Asia Pacific,20,2001,3,103,494.07029,1033.37163,6581.55,20793.6198,1869.22313
Asia Pacific,20,2002,4,103,512.6081953,1408.96571,5781.16,25668.1246,2426.60458
Asia Pacific,20,2003,4,69,541.6618569,1450.444342,6455.74,28873.5379,2743.3150800000003
Asia Pacific,20,2004,4,90,561.013479,1406.983231,6574.67,29147.8179,2724.47272
Asia Pacific,20,2005,4,61,533.061607,1206.141731,6025.47,27027.5238,2425.29808
Asia Pacific,20,2006,5,87,777.4696210000001,1654.811747,8098.15,38341.1255,4120.14135
Asia Pacific,20,2007,4,95,629.7618259999999,1462.30761,6865.88,32818.5707,2870.46581
Asia Pacific,20,2008,5,79,1271.150547,2874.3276300000002,11544.85,57357.0981,5853.89469
Asia Pacific,20,2009,3,65,1157.10294,2201.85803,19935.38,49796.015,5466.3917
Asia Pacific,20,2010,2,76,1124.3938600000001,1796.0482200000001,22717.72,37041.061,5062.7904
Asia Pacific,20,2011,3,76,1196.808817,1727.8471700000002,17821.74,41163.6117,5611.0278100000005
Asia Pacific,20,2012,2,68,457.62223,1051.77209,15812.41,30711.136,3293.9372
Asia Pacific,20,2013,2,72,413.23895000000005,879.6320800000001,13823.43,25937.1005,2898.7216
Asia Pacific,20,2014,3,43,370.061339,917.6953910000001,9800.93,26464.975,2988.82039
Asia Pacific,20,2015,3,57,885.814888,1485.2637,15790.92,41723.771,5093.4844
Asia Pacific,20,2016,3,65,864.1017479999999,1748.33792,16701.86,39656.1899,5017.6555
Asia Pacific,21,1992,1,9,0,0,15293.31,29008.957,750.60925
Asia Pacific,21,1993,1,17,0,0,17448.82,33028.57,1077.3989
Asia Pacific,21,1994,1,25,367.95117,0,22173.48,40537.926,1482.4529
Asia Pacific,21,1995,1,19,326.76947,0,19594.52,33228.875,1284.9991
Asia Pacific,21,1996,1,23,291.40607,0,17030.12,29864.16,1261.9088
Asia Pacific,21,1997,1,13,283.37231,0,15438.05,26973.305,971.30829
Asia Pacific,21,1998,1,21,313.81396,0,18817.57,32732.635,2174.8875
Asia Pacific,21,1999,1,13,463.88129,1010.4321,30178.88,42619.301,2854.9788
Asia Pacific,21,2000,1,27,375.71536,763.61597,25441.6,35922.906,2294.1914
Asia Pacific,21,2001,1,20,397.63821,690.76074,23111.44,34286.586,2353.3474
Asia Pacific,21,2002,1,17,375.33447,879.58337,24940.21,37880.551,2744.7288
Asia Pacific,21,2003,1,15,406.67731,811.06244,29173,44544.684,3537.0891
Asia Pacific,21,2004,1,16,378.99374,673.04785,27877.47,43605.766,3732.1924
Asia Pacific,21,2005,1,10,318.11215,702.72205,25762.61,39335.957,3662.4839
Asia Pacific,21,2006,2,9,349.24402,1125.19885,16318.84,43415.783,5002.8967
Asia Pacific,21,2007,2,30,453.35358,1542.76209,27741.84,67597.605,7256.9796
Asia Pacific,21,2008,1,11,478.94135,1138.2958,39288.69,69187.125,5475.4409
Asia Pacific,21,2009,2,16,531.09247,1430.04557,22934.07,68741.5934,5759.0444
Asia Pacific,21,2010,1,26,643.75372,1583.2604,43090.56,74729.063,5432.6333
Asia Pacific,21,2011,2,29,651.490802,1412.13121,24990.79,27929.9978,8102.907099999999
Asia Pacific,21,2012,1,24,603.79346,1213.1088,40910.98,22514.254,6889.7974
Asia Pacific,21,2013,1,35,554.44971,1284.1584,44775.47,23301.598,7584.9883
Asia Pacific,21,2014,2,17,400.517689,1192.10022,23015.44,21730.6239,6408.481900000001
Asia Pacific,21,2015,1,20,480.56018,972.62793,37900.65,18732.201,5855.981
Asia Pacific,21,2016,2,16,519.9458950000001,1000.7320400000001,24409.18,22112.3251,7645.2152
Asia Pacific,22,1987,2,18,95.11300800000001,0,2913.01,5547.5503,311.724166
Asia Pacific,22,1988,1,14,73.912735,0,3711.58,3799.5586,186.6423
Asia Pacific,22,1989,2,22,90.035799,0,2950.77,4889.474899999999,217.469996
Asia Pacific,22,1990,2,21,103.549249,0,3350.22,5808.1813,216.96337300000002
Asia Pacific,22,1991,2,23,118.592499,0,3642.41,6333.8538,237.500542
Asia Pacific,22,1992,2,27,146.868922,0,3930.48,6881.284,203.98219500000002
Asia Pacific,22,1993,2,25,161.698896,0,4318.87,6977.6758,120.831333
Asia Pacific,22,1994,2,26,194.120252,0,5148.35,8446.3262,184.28230599999998
Asia Pacific,22,1995,2,38,157.818251,0,4219.35,6347.084,389.49415
Asia Pacific,22,1996,2,31,132.767899,0,3610.38,5729.8502,395.82409
Asia Pacific,22,1997,2,39,121.22137,0,3379.01,5402.7313,380.96431
Asia Pacific,22,1998,2,49,118.39902500000001,0,3878.37,5485.6019,331.90062
Asia Pacific,22,1999,2,58,176.66839299999998,411.43652,4393,6262.5044,511.98736999999994
Asia Pacific,22,2000,2,63,133.319378,291.3045,3489.48,5078.4655999999995,451.1888
Asia Pacific,22,2001,2,68,113.75859,243.399784,3597.42,4594.362,381.55948
Asia Pacific,22,2002,2,62,123.762302,243.37586599999997,3584.71,5123.2719,463.26749
Asia Pacific,22,2003,2,72,146.987847,215.464046,4162.57,5778.0808,592.81505
Asia Pacific,22,2004,2,41,141.983601,241.84329,4122.56,5955.9355,607.7306
Asia Pacific,22,2005,2,41,166.973885,295.84725000000003,4266.46,5772.448,592.90743
Asia Pacific,22,2006,2,28,191.98724199999998,282.65400999999997,4174.52,6262.5864,624.18294
Asia Pacific,22,2007,2,26,234.45653,516.3645200000001,4613.65,7567.2166,755.29818
Asia Pacific,22,2008,2,28,228.86825,400.11693,4104.63,6617.0076,518.18138
Asia Pacific,22,2009,2,25,204.471232,296.11046999999996,4260.74,6003.5356,505.28884000000005
Asia Pacific,22,2010,2,28,268.32018,294.89644,5569.6,8035.948899999999,867.26941
Asia Pacific,22,2011,2,27,329.38280999999995,379.63361,5908.72,8857.328099999999,674.87991
Asia Pacific,22,2012,2,24,296.03507,381.88928,5306.17,8385.8056,711.85187
Asia Pacific,22,2013,1,17,101.6988,197.55238,4430.08,3413.687,326.3605
Asia Pacific,22,2014,2,24,264.848299,420.80330000000004,4771.62,7297.6599,660.98236
Asia Pacific,22,2015,1,12,100.26464,150.92204,3956.72,3095.0056,334.24811
Asia Pacific,22,2016,1,3,99.710663,153.88135,4044.32,2956.0347,343.35318
Asia Pacific,23,1984,1,1,3.6170001,27.705,535.85,454.26498,66.281998
Asia Pacific,23,1990,1,3,9.191,30.758999,1312.18,995.70203,89.525002
Asia Pacific,23,1993,1,1,0,38.183998,1772.99,1472.949,121.73801
Asia Pacific,23,1994,1,2,0,34.058998,2122.15,1763.615,153.114
Asia Pacific,23,1995,1,1,0,14.533,1846.51,1487.495,132.28
Asia Pacific,23,1996,1,2,0,20.045,1600.3,1360.572,123.93301
Asia Pacific,23,1997,1,1,0,44.602001,1580.25,1276.0291,115.872
Asia Pacific,23,1998,1,2,0,72.651001,1974.31,1435.413,111.23
Asia Pacific,23,1999,1,1,0,75.509003,2314.04,1615.2729,134.33299
Asia Pacific,23,2000,1,1,0,9.415,1850.1,1290.609,102.66901
Asia Pacific,23,2001,1,2,0,18.719,1687.9,1227.046,86.352997
Asia Pacific,23,2002,1,2,0,17.82,1847.25,1386.542,92.606003
Asia Pacific,23,2003,1,2,0,22.441999,2157.83,1566.088,87.598
Asia Pacific,23,2004,1,1,0,50.532001,2109.64,1501.287,75.648003
Asia Pacific,23,2006,1,5,0,21.571999,2128.84,1415.532,141.68001
Asia Pacific,23,2007,1,1,7.671,12.128,2419.82,1660.1,173.23001
Asia Pacific,23,2008,1,1,7.7459998,23.823,2153.16,1737.5289,148.634
Asia Pacific,23,2009,1,3,8.3299999,42.805,2391.72,1748.3621,104.604
Asia Pacific,23,2010,1,3,9.8479996,32.164997,2602.04,2002.489,132.153
Asia Pacific,23,2011,1,2,9.7200003,32.860001,2682.9,2085.876,187.47801
Asia Pacific,23,2012,1,2,8.3690004,25.393,2695.44,1881.4149,167.088
Asia Pacific,23,2013,1,1,7.8460002,21.994999,2641.17,1881.7341,183.491
Asia Pacific,23,2014,1,2,7.2440004,25.784,2503.1,1598.575,151.842
Asia Pacific,23,2015,1,1,7.4629998,67.123001,2605,1804.99,166.162
Asia Pacific,23,2016,1,1,7.27,49.403,2647.5,1758.199,144.485
Asia Pacific,26,1988,1,2,0,0,5056.72,4536.5879,504.49802
Asia Pacific,26,1989,2,4,3.028075,0,3539.79,5741.242700000001,601.0249
Asia Pacific,26,1990,2,10,6.013,240.12999,4618.47,7337.263199999999,618.89951
Asia Pacific,26,1991,2,7,12.186065,0,3672.27,5767.03658,325.815693
Asia Pacific,26,1992,2,12,16.795464,0,4010.65,6367.85606,275.027878
Asia Pacific,26,1993,2,20,21.635767,0,5375.15,7554.6688,271.250031
Asia Pacific,26,1994,3,16,43.57732,323.16302,5684.8,14340.1546,916.617258
Asia Pacific,26,1995,2,6,20.009352,0,5450.29,8923.0005,1179.390643
Asia Pacific,26,1996,2,7,53.916911999999996,503.01999,3306.66,6154.048199999999,520.99291
Asia Pacific,26,1997,3,11,63.61976299999999,362.92902,6626.85,15833.9214,1726.72361
Asia Pacific,26,1998,3,22,65.502301,265.57901,6841.76,15048.495700000001,1331.016387
Asia Pacific,26,1999,2,22,157.20756500000002,738.818988,9176.65,13105.0217,1314.32706
Asia Pacific,26,2000,3,29,144.515808,810.142136,5968.75,15592.9224,1883.4917899999998
Asia Pacific,26,2001,3,33,135.7821531,808.895925,5699.24,13008.0186,1325.5844
Asia Pacific,26,2002,3,27,162.709499,805.6285029999999,6655.05,15700.5521,1574.71535
Asia Pacific,26,2003,3,36,186.509834,1281.31319,7817.93,20089.1124,2411.17587
Asia Pacific,26,2004,3,41,184.617332,1138.794323,7917.21,19918.3807,2421.19123
Asia Pacific,26,2005,3,40,176.18187899999998,1363.72472,7969.49,20281.2114,2335.32959
Asia Pacific,26,2006,3,20,166.54777099999998,1364.232751,8127.72,20547.752399999998,2310.73499
Asia Pacific,26,2007,3,21,206.22503,1722.19028,9234.2,23722.2534,2292.42564
Asia Pacific,26,2008,3,32,202.97662,1847.853985,8919.23,23635.6074,2171.72781
Asia Pacific,26,2009,3,20,193.021393,1499.440904,8721.16,21980.4855,2563.02921
Asia Pacific,26,2010,3,42,228.91112,1439.066724,10544.26,25155.4288,2854.9150600000003
Asia Pacific,26,2011,3,49,285.846702,1394.14814,11382.6,30502.3688,2928.6089399999996
Asia Pacific,26,2012,3,51,247.223976,1566.9488900000001,11114.09,27690.3307,2676.35324
Asia Pacific,26,2013,2,45,126.62334100000001,489.45971299999997,6784.7,13361.1941,1399.89219
Asia Pacific,26,2014,2,49,128.114063,393.978634,5560.94,11959.9735,1559.42004
Asia Pacific,26,2015,3,24,217.684548,952.791222,9227.79,24243.854300000003,2868.47412
Asia Pacific,26,2016,2,45,135.93426599999998,465.97075,5571.06,11269.2307,1518.50137
Asia Pacific,27,1987,1,5,0,0,5306.4,5706.001,302.68805
Asia Pacific,27,1988,1,4,0,0,5944.58,6907.9087,424.25293
Asia Pacific,27,1989,2,11,55.802113,501.31024,6493.71,13030.8706,1178.3199399999999
Asia Pacific,27,1990,2,11,76.920464,710.63416,7802.36,15875.125500000002,1469.61826
Asia Pacific,27,1991,2,15,95.790581,848.5769,8659.19,18176.1319,1689.8285099999998
Asia Pacific,27,1992,2,8,111.82471,628.49835,9769.04,19933.7173,1819.23573
Asia Pacific,27,1993,2,33,0,0,11069.7,21757.407,1345.8362499999998
Asia Pacific,27,1994,2,47,0,0,13562.59,26891.131,1894.0499399999999
Asia Pacific,27,1995,2,48,0,0,11530.81,22770.501,2571.7119000000002
Asia Pacific,27,1996,2,68,0,0,10346.53,20874.226,2488.8771
Asia Pacific,27,1997,2,84,0,0,10316.17,19653.0026,2416.7709
Asia Pacific,27,1998,2,114,0,0,11452.49,21050.251,2331.3765000000003
Asia Pacific,27,1999,2,93,408.91129,1836.80535,13420.13,24606.67,3000.4378
Asia Pacific,27,2000,2,109,347.23528999999996,1356.98181,11451.19,21033.86,2490.8629
Asia Pacific,27,2001,2,90,320.75289999999995,1348.11889,10515.92,19678.788099999998,2255.43369
Asia Pacific,27,2002,2,86,373.96842000000004,1366.27612,11668.25,21592.057,2495.92217
Asia Pacific,27,2003,2,98,456.04564,1377.4597800000001,14326.25,25536.112,3036.4808
Asia Pacific,27,2004,2,116,454.71585,1453.63049,14413.4,26535.659,3338.9611
Asia Pacific,27,2005,2,90,477.40145,1978.4956,14376.81,25918.128,3205.6169
Asia Pacific,27,2006,2,110,501.72438999999997,2118.01632,14981.14,26385.992,2942.2657
Asia Pacific,27,2007,2,100,655.3861400000001,2179.00233,17008.04,32990.19,3647.2165
Asia Pacific,27,2008,2,107,636.97498,1931.7651999999998,16295.01,32426.817000000003,2849.3241
Asia Pacific,27,2009,2,134,623.32004,1930.2434899999998,17569.07,33058.288,3210.6252999999997
Asia Pacific,27,2010,2,166,682.68317,1718.5664499999998,20171.13,37950.259999999995,3574.4417
Asia Pacific,27,2011,2,167,646.33356,1746.80804,19417.53,36672.043,2985.3599
Asia Pacific,27,2012,2,164,546.96086,1306.90595,17054.25,31314.369,2326.1657999999998
Asia Pacific,27,2013,2,170,491.70601999999997,1170.22552,15958.3,28940.482,2188.56322
Asia Pacific,27,2014,2,144,423.92238999999995,1011.14722,15862.81,24928.047,1828.50988
Asia Pacific,27,2015,2,142,443.20782,1099.51135,15998.24,26081.605,1968.68828
Asia Pacific,27,2016,2,161,455.24727,938.51297,16776.1,25495.273,1842.09045
Asia Pacific,28,1987,29,696,1940.0765940000001,0,3124.02,76337.03096999999,5696.798702
Asia Pacific,28,1988,31,755,2222.4144304,0,3342.63,82183.37855,6836.5049
Asia Pacific,28,1989,32,872,2355.4425103,130.367,3185.33,81048.05896,6197.048489
Asia Pacific,28,1990,34,964,3176.9972296,233.493,3722.68,101780.26570999999,7129.572994
Asia Pacific,28,1991,35,1058,4008.7920424,208.8,4000.25,111855.32148,6837.794936
Asia Pacific,28,1992,35,1090,4658.9162035,248.209,4536.33,123634.02262,6565.648667
Asia Pacific,28,1993,37,1266,4983.0901505,0,4739.74,133002.21986,5833.878232
Asia Pacific,28,1994,40,1278,6157.14191,0,5609.92,159209.42287,8500.34160199
Asia Pacific,28,1995,41,1113,5554.019865,149.93283,4616.04,144060.82805,16946.4772099
Asia Pacific,28,1996,43,1064,5093.852241,177.8552699,3974.19,135450.68604,15819.5341243
Asia Pacific,28,1997,42,1123,5044.885788,68.212608,3869.59,129156.37902000001,15247.604220000001
Asia Pacific,28,1998,47,1369,5955.5791799,88.26894073,4138.82,145421.8241194,18024.47677
Asia Pacific,28,1999,49,1453,8377.2564773,10240.9102357,4945.74,177873.41652,24490.349206
Asia Pacific,28,2000,49,1459,7378.9001975,8613.4863961,4343.88,157724.31122,21799.9162168
Asia Pacific,28,2001,51,1601,6969.9943798,8298.5921022697,3620.55,136432.64560758,18440.3439272
Asia Pacific,28,2002,50,1779,8188.1771348,10036.022038372,4558.73,164602.23285663,24309.7213597
Asia Pacific,28,2003,49,1581,9659.2305917,12059.17248602,5288.35,192473.28746,31331.9080028
Asia Pacific,28,2004,48,1487,9747.8390016,11694.390174,5656.74,212112.90696,38428.010234
Asia Pacific,28,2005,48,1118,10245.1906051,13677.254933,6129.41,220030.03459,39863.0324674
Asia Pacific,28,2006,49,1249,10708.550570899999,19324.0632188008,6572.5,239864.0359,43559.2578415
Asia Pacific,28,2007,48,1057,14795.4456148,25431.05057301,7781.57,295079.53399,54864.722814
Asia Pacific,28,2008,50,968,18479.32430916,24022.506078498,7496.66,300733.92446,47423.0347138
Asia Pacific,28,2009,54,1242,18167.21854128,19482.295264075,7614.03,279568.4798023,45172.4606851
Asia Pacific,28,2010,55,1798,20459.219004921,18135.5461904055,8049.55,336743.85076276,59784.4703587
Asia Pacific,28,2011,55,1878,23019.5310615,19388.513570846,9127.26,376047.89329369,64650.2864006
Asia Pacific,28,2012,54,1929,18580.13606876,18118.318853328,8458.71,322872.06219682,51722.8557005
Asia Pacific,28,2013,52,1806,17357.0237099,17756.580888934,8654.51,321424.0435398,51903.5795794
Asia Pacific,28,2014,55,1789,17952.9045461,16411.865643173,8108.35,302995.66949293,47364.8190044
Asia Pacific,28,2015,52,1876,16404.24419604,17684.82938067,8164.54,284897.6778992,51123.9273501
Asia Pacific,28,2016,49,1684,15962.0934498,16829.9098634381,8696,261204.74713802998,49917.7567516
Asia Pacific,29,1987,1,10,0,0,12885.54,17431.938,262.88144
Asia Pacific,29,1988,1,19,0,0,13416.07,16930.576,289.53748
Asia Pacific,29,1989,1,17,0,0,13971.35,15983.603,178.51465
Asia Pacific,29,1990,1,17,0,0,18970.44,20867.445,297.09152
Asia Pacific,29,1991,1,19,0,0,21276.25,21228.447,321.3605
Asia Pacific,29,1992,1,21,0,0,24988.24,24756.988,320.01883
Asia Pacific,29,1993,1,22,0,0,25974.85,25105.285,396.73358
Asia Pacific,29,1994,1,23,0,0,30558.91,30719.982,386.95578
Asia Pacific,29,1995,1,26,0,0,25904.45,24145.275,752.61188
Asia Pacific,29,1996,1,19,0,0,23893.06,21487.594,980.07397
Asia Pacific,29,1997,1,20,0,0,21400.5,19693.551,902.73749
Asia Pacific,29,1998,1,29,0,0,24610.46,20318.521,886.68384
Asia Pacific,29,1999,1,12,110.85649,768.61475,36667.46,35050.066,1515.3605
Asia Pacific,29,2000,2,12,81.538124,482.144881,16724.99,35257.5054,1674.50435
Asia Pacific,29,2001,1,1,78.839531,600.30164,25991.18,29800.201,1423.7216
Asia Pacific,29,2002,1,1,218.11598,8538.5254,58351.33,29519.807,13435.266
Asia Pacific,29,2003,2,3,384.57592999999997,11045.2494,47847.39,77921.062,18782.0287
Asia Pacific,29,2004,2,74,462.79722000000004,11332.43196,47263.78,72792.098,24883.0389
Asia Pacific,29,2005,1,36,118.6188,492.5416,19341.69,28222.564,1095.517
Asia Pacific,29,2006,1,34,117.77531,569.83881,19758.75,28749.289,1379.0138
Asia Pacific,29,2007,2,27,155.51468,24412.7189,84812.19,153264.271,37872.4521
Asia Pacific,29,2008,2,39,168.2411,32424.474950000003,99111.17,195467.25,37270.6312
Asia Pacific,29,2009,2,50,173.30791,38573.49402,119479.1,182620.126,36612.5708
Asia Pacific,29,2010,3,79,179.16965,47512.056730000004,116802.86,325863.087,58146.6943
Asia Pacific,29,2011,2,95,2283.21231,43246.19423,168634.28,370760.324,53123.64
Asia Pacific,29,2012,2,78,2476.35746,50655.14346,188552.7,398823.986,53860.7072
Asia Pacific,29,2013,2,108,2475.72852,51151.318629999994,207985.01,421903.53,55006.091
Asia Pacific,29,2014,3,117,2229.7853617,50512.84834,137119.26,406697.93308,54859.865749
Asia Pacific,29,2015,4,101,2043.8114001,41702.874286,120753.14,340482.067899,47039.601602999996
Asia Pacific,29,2016,3,88,2779.5772699999998,38498.33885,159307.27,312439.219,46087.977600000006
Asia Pacific,30,1987,5,97,0,0,2842.96,14643.187300000001,1093.758492
Asia Pacific,30,1988,5,147,0,0,3886.74,18753.8066,1316.380797
Asia Pacific,30,1989,6,174,0,0,3565.54,21743.7972,1486.335765
Asia Pacific,30,1990,7,157,1.2731173,0,3614.58,25832.06261,1453.212915
Asia Pacific,30,1991,8,181,1.2772079,0,3683.28,28999.33153,1538.797294
Asia Pacific,30,1992,9,218,4.4642861,0,3494.93,30320.295570000002,1785.066973
Asia Pacific,30,1993,9,243,1.0511303,0,3778.77,31220.583619999998,1429.8918527
Asia Pacific,30,1994,9,240,5.7060151999999995,0,4276.3,32449.625460000003,2007.424544
Asia Pacific,30,1995,10,219,4.194754,0,3544.22,34237.7165,2807.5763692
Asia Pacific,30,1996,9,207,3.7395996,0,3611.26,33470.15721,4180.355836
Asia Pacific,30,1997,9,240,3.3445549999999997,0,3400.84,32612.54194,4694.815413
Asia Pacific,30,1998,9,329,3.3015274,0,3935.38,37789.59511,4910.025542
Asia Pacific,30,1999,9,338,426.14911589999997,878.476756,4150.7,39899.83738,5764.158302
Asia Pacific,30,2000,10,377,1027.0483641,2234.033151,3625.89,34293.06101,4589.975354
Asia Pacific,30,2001,10,471,959.0985731000001,1868.861237,3545.67,31606.272,3666.236406
Asia Pacific,30,2002,10,498,1129.6643345,2072.42891,3677.91,37038.12528,4877.311428999999
Asia Pacific,30,2003,11,546,1347.8492258899998,2973.9048791,3936.49,43692.794051,5798.8422743
